     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
 20.55        0.00        0.01        2.39        0.41        0.00       17.21      -13.36     -429.21        7.55        6.95
 20.56        0.00        0.01        2.39        0.41        0.00       17.22      -13.36     -429.31        7.55        6.95
 20.57        0.00        0.01        2.39        0.41        0.00       17.24      -13.36     -429.42        7.55        6.95
 20.58        0.00        0.01        2.39        0.41        0.00       17.25      -13.36     -429.52        7.55        6.95
 20.59        0.00        0.01        2.39        0.41        0.00       17.27      -13.37     -429.63        7.55        6.95
 20.60        0.00        0.01        2.38        0.41        0.00       17.28      -13.37     -429.74        7.55        6.95
 20.61        0.00        0.01        2.38        0.41        0.00       17.30      -13.37     -429.84        7.55        6.95
 20.62        0.00        0.01        2.38        0.41        0.00       17.31      -13.38     -429.95        7.55        6.95
 20.63        0.00        0.01        2.38        0.41        0.00       17.33      -13.38     -430.05        7.55        6.95
 20.64        0.00        0.01        2.38        0.41        0.00       17.34      -13.38     -430.16        7.55        6.95
 20.65        0.00        0.01        2.38        0.41        0.00       17.36      -13.39     -430.27        7.56        6.95
 20.66        0.00        0.01        2.38        0.41        0.00       17.37      -13.39     -430.37        7.56        6.95
 20.67        0.00        0.01        2.38        0.41        0.00       17.39      -13.39     -430.48        7.56        6.95
 20.68        0.00        0.01        2.38        0.41        0.00       17.40      -13.40     -430.58        7.56        6.95
 20.69        0.00        0.01        2.38        0.41        0.00       17.42      -13.40     -430.69        7.56        6.95
 20.70        0.00        0.01        2.37        0.42        0.00       17.43      -13.40     -430.80        7.56        6.95
 20.71        0.00        0.01        2.37        0.42        0.00       17.45      -13.40     -430.90        7.56        6.95
 20.72        0.00        0.01        2.37        0.42        0.00       17.46      -13.41     -431.01        7.56        6.95
 20.73        0.00        0.01        2.37        0.42        0.00       17.48      -13.41     -431.12        7.56        6.95
 20.74        0.00        0.01        2.37        0.42        0.00       17.49      -13.41     -431.22        7.56        6.95
 20.75        0.00        0.01        2.37        0.42        0.00       17.51      -13.42     -431.33        7.56        6.95
 20.76        0.00        0.01        2.37        0.42        0.00       17.52      -13.42     -431.43        7.56        6.95
 20.77        0.00        0.01        2.37        0.42        0.00       17.54      -13.42     -431.54        7.56        6.95
 20.78        0.00        0.01        2.37        0.42        0.00       17.55      -13.43     -431.65        7.56        6.95
 20.79        0.00        0.01        2.37        0.42        0.00       17.57      -13.43     -431.75        7.56        6.95
 20.80        0.00        0.01        2.36        0.42        0.00       17.58      -13.43     -431.86        7.57        6.95
 20.81        0.00        0.01        2.36        0.42        0.00       17.59      -13.44     -431.96        7.57        6.95
 20.82        0.00        0.01        2.36        0.42        0.00       17.61      -13.44     -432.07        7.57        6.95
 20.83        0.00        0.01        2.36        0.42        0.00       17.62      -13.44     -432.18        7.57        6.95
 20.84        0.00        0.01        2.36        0.42        0.00       17.64      -13.44     -432.28        7.57        6.95
 20.85        0.00        0.01        2.36        0.42        0.00       17.65      -13.45     -432.39        7.57        6.95
 20.86        0.00        0.01        2.36        0.42        0.00       17.67      -13.45     -432.49        7.57        6.95
 20.87        0.00        0.01        2.36        0.42        0.00       17.68      -13.45     -432.60        7.57        6.95
 20.88        0.00        0.01        2.36        0.42        0.00       17.70      -13.46     -432.71        7.57        6.95
 20.89        0.00        0.01        2.36        0.42        0.00       17.71      -13.46     -432.81        7.57        6.95
 20.90        0.00        0.01        2.36        0.42        0.00       17.73      -13.46     -432.92        7.57        6.95
 20.91        0.00        0.01        2.35        0.42        0.00       17.74      -13.47     -433.03        7.57        6.95
 20.92        0.00        0.01        2.35        0.42        0.00       17.76      -13.47     -433.13        7.57        6.95
 20.93        0.00        0.01        2.35        0.42        0.00       17.77      -13.47     -433.24        7.57        6.95
 20.94        0.00        0.01        2.35        0.42        0.00       17.79      -13.48     -433.34        7.58        6.95
 20.95        0.00        0.01        2.35        0.42        0.00       17.80      -13.48     -433.45        7.58        6.95
 20.96        0.00        0.01        2.35        0.42        0.00       17.82      -13.48     -433.56        7.58        6.95
 20.97        0.00        0.01        2.35        0.42        0.00       17.83      -13.48     -433.66        7.58        6.95
 20.98        0.00        0.01        2.35        0.42        0.00       17.85      -13.49     -433.77        7.58        6.95
 20.99        0.00        0.01        2.35        0.42        0.00       17.86      -13.49     -433.88        7.58        6.95
 21.00        0.00        0.01        2.35        0.42        0.00       17.88      -13.49     -433.98        7.58        6.95
 21.01        0.00        0.01        2.34        0.42        0.00       17.89      -13.50     -434.09        7.58        6.95
 21.02        0.00        0.01        2.34        0.42        0.00       17.91      -13.50     -434.19        7.58        6.95
 21.03        0.00        0.01        2.34        0.42        0.00       17.92      -13.50     -434.30        7.58        6.95
 21.04        0.00        0.01        2.34        0.42        0.00       17.94      -13.51     -434.41        7.58        6.95
 21.05        0.00        0.01        2.34        0.42        0.00       17.95      -13.51     -434.51        7.58        6.95
 21.06        0.00        0.01        2.34        0.42        0.00       17.97      -13.51     -434.62        7.58        6.95
 21.07        0.00        0.01        2.34        0.42        0.00       17.98      -13.52     -434.73        7.58        6.95
 21.08        0.00        0.01        2.34        0.42        0.00       18.00      -13.52     -434.83        7.58        6.95
 21.09        0.00        0.01        2.34        0.42        0.00       18.01      -13.52     -434.94        7.59        6.95
 21.10        0.00        0.01        2.34        0.42        0.00       18.03      -13.52     -435.04        7.59        6.95
 21.11        0.00        0.01        2.33        0.42        0.00       18.04      -13.53     -435.15        7.59        6.95
 21.12        0.00        0.01        2.33        0.42        0.00       18.06      -13.53     -435.26        7.59        6.95
 21.13        0.00        0.01        2.33        0.42        0.00       18.07      -13.53     -435.36        7.59        6.95
 21.14        0.00        0.01        2.33        0.42        0.00       18.09      -13.54     -435.47        7.59        6.95
 21.15        0.00        0.01        2.33        0.42        0.00       18.10      -13.54     -435.58        7.59        6.95
 21.16        0.00        0.01        2.33        0.42        0.00       18.12      -13.54     -435.68        7.59        6.95
 21.17        0.00        0.01        2.33        0.42        0.00       18.13      -13.55     -435.79        7.59        6.95
 21.18        0.00        0.01        2.33        0.42        0.00       18.15      -13.55     -435.89        7.59        6.95
 21.19        0.00        0.01        2.33        0.42        0.00       18.16      -13.55     -436.00        7.59        6.95
 21.20        0.00        0.01        2.33        0.42        0.00       18.17      -13.56     -436.11        7.59        6.95
 21.21        0.00        0.01        2.33        0.42        0.00       18.19      -13.56     -436.21        7.59        6.95
 21.22        0.00        0.01        2.32        0.42        0.00       18.20      -13.56     -436.32        7.59        6.95
 21.23        0.00        0.01        2.32        0.42        0.00       18.22      -13.57     -436.42        7.60        6.95
 21.24        0.00        0.01        2.32        0.42        0.00       18.23      -13.57     -436.53        7.60        6.95
 21.25        0.00        0.01        2.32        0.42        0.00       18.25      -13.57     -436.64        7.60        6.95
 21.26        0.00        0.01        2.32        0.42        0.00       18.26      -13.57     -436.74        7.60        6.95
 21.27        0.00        0.01        2.32        0.42        0.00       18.28      -13.58     -436.85        7.60        6.95
 21.28        0.00        0.01        2.32        0.42        0.00       18.29      -13.58     -436.96        7.60        6.95
 21.29        0.00        0.01        2.32        0.42        0.00       18.31      -13.58     -437.06        7.60        6.95
 21.30        0.00        0.01        2.32        0.42        0.00       18.32      -13.59     -437.17        7.60        6.95
 21.31        0.00        0.01        2.32        0.42        0.00       18.34      -13.59     -437.27        7.60        6.95
 21.32        0.00        0.01        2.31        0.42        0.00       18.35      -13.59     -437.38        7.60        6.95
 21.33        0.00        0.01        2.31        0.42        0.00       18.37      -13.60     -437.49        7.60        6.95
 21.34        0.00        0.01        2.31        0.42        0.00       18.38      -13.60     -437.59        7.60        6.95
 21.35        0.00        0.01        2.31        0.42        0.00       18.40      -13.60     -437.70        7.60        6.95
 21.36        0.00        0.01        2.31        0.42        0.00       18.41      -13.61     -437.80        7.60        6.95
 21.37        0.00        0.01        2.31        0.42        0.00       18.43      -13.61     -437.91        7.61        6.95
 21.38        0.00        0.01        2.31        0.42        0.00       18.44      -13.61     -438.02        7.61        6.95
 21.39        0.00        0.01        2.31        0.42        0.00       18.46      -13.61     -438.12        7.61        6.95
 21.40        0.00        0.01        2.31        0.42        0.00       18.47      -13.62     -438.23        7.61        6.95
 21.41        0.00        0.01        2.31        0.42        0.00       18.49      -13.62     -438.33        7.61        6.95
 21.42        0.00        0.01        2.31        0.42        0.00       18.50      -13.62     -438.44        7.61        6.95
 21.43        0.00        0.01        2.30        0.42        0.00       18.52      -13.63     -438.55        7.61        6.95
 21.44        0.00        0.01        2.30        0.42        0.00       18.53      -13.63     -438.65        7.61        6.95
 21.45        0.00        0.01        2.30        0.42        0.00       18.55      -13.63     -438.76        7.61        6.95
 21.46        0.00        0.01        2.30        0.42        0.00       18.56      -13.64     -438.86        7.61        6.95
 21.47        0.00        0.01        2.30        0.42        0.00       18.58      -13.64     -438.97        7.61        6.95
 21.48        0.00        0.01        2.30        0.42        0.00       18.59      -13.64     -439.08        7.61        6.95
 21.49        0.00        0.01        2.30        0.42        0.00       18.61      -13.65     -439.18        7.61        6.95
 21.50        0.00        0.01        2.30        0.42        0.00       18.62      -13.65     -439.29        7.61        6.95
 21.51        0.00        0.01        2.30        0.42        0.00       18.64      -13.65     -439.39        7.61        6.95
 21.52        0.00        0.01        2.30        0.42        0.00       18.65      -13.65     -439.50        7.62        6.95
 21.53        0.00        0.01        2.29        0.42        0.00       18.66      -13.66     -439.61        7.62        6.95
 21.54        0.00        0.01        2.29        0.42        0.00       18.68      -13.66     -439.71        7.62        6.95
 21.55        0.00        0.01        2.29        0.42        0.00       18.69      -13.66     -439.82        7.62        6.95
 21.56        0.00        0.01        2.29        0.43        0.00       18.71      -13.67     -439.92        7.62        6.94
 21.57        0.00        0.01        2.29        0.43        0.00       18.72      -13.67     -440.03        7.62        6.94
 21.58        0.00        0.01        2.29        0.43        0.00       18.74      -13.67     -440.13        7.62        6.94
 21.59        0.00        0.01        2.29        0.43        0.00       18.75      -13.68     -440.24        7.62        6.94
 21.60        0.00        0.01        2.29        0.43        0.00       18.77      -13.68     -440.35        7.62        6.94
 21.61        0.00        0.01        2.29        0.43        0.00       18.78      -13.68     -440.45        7.62        6.94
 21.62        0.00        0.01        2.29        0.43        0.00       18.80      -13.69     -440.56        7.62        6.94
 21.63        0.00        0.01        2.28        0.43        0.00       18.81      -13.69     -440.66        7.62        6.94
 21.64        0.00        0.01        2.28        0.43        0.00       18.83      -13.69     -440.77        7.62        6.94
 21.65        0.00        0.01        2.28        0.43        0.00       18.84      -13.69     -440.88        7.62        6.94
 21.66        0.00        0.01        2.28        0.43        0.00       18.86      -13.70     -440.98        7.63        6.94
 21.67        0.00        0.01        2.28        0.43        0.00       18.87      -13.70     -441.09        7.63        6.94
 21.68        0.00        0.01        2.28        0.43        0.00       18.89      -13.70     -441.19        7.63        6.94
 21.69        0.00        0.01        2.28        0.43        0.00       18.90      -13.71     -441.30        7.63        6.94
 21.70        0.00        0.01        2.28        0.43        0.00       18.92      -13.71     -441.41        7.63        6.94
 21.71        0.00        0.01        2.28        0.43        0.00       18.93      -13.71     -441.51        7.63        6.94
 21.72        0.00        0.01        2.28        0.43        0.00       18.95      -13.72     -441.62        7.63        6.94
 21.73        0.00        0.01        2.28        0.43        0.00       18.96      -13.72     -441.72        7.63        6.94
 21.74        0.00        0.01        2.27        0.43        0.00       18.98      -13.72     -441.83        7.63        6.94
 21.75        0.00        0.01        2.27        0.43        0.00       18.99      -13.73     -441.93        7.63        6.94
 21.76        0.00        0.01        2.27        0.43        0.00       19.01      -13.73     -442.04        7.63        6.94
 21.77        0.00        0.01        2.27        0.43        0.00       19.02      -13.73     -442.15        7.63        6.94
 21.78        0.00        0.01        2.27        0.43        0.00       19.04      -13.73     -442.25        7.63        6.94
 21.79        0.00        0.01        2.27        0.43        0.00       19.05      -13.74     -442.36        7.63        6.94
 21.80        0.00        0.01        2.27        0.43        0.00       19.06      -13.74     -442.46        7.63        6.94
 21.81        0.00        0.01        2.27        0.43        0.00       19.08      -13.74     -442.57        7.64        6.94
 21.82        0.00        0.01        2.27        0.43        0.00       19.09      -13.75     -442.67        7.64        6.94
 21.83        0.00        0.01        2.27        0.43        0.00       19.11      -13.75     -442.78        7.64        6.94
 21.84        0.00        0.01        2.26        0.43        0.00       19.12      -13.75     -442.89        7.64        6.94
 21.85        0.00        0.01        2.26        0.43        0.00       19.14      -13.76     -442.99        7.64        6.94
 21.86        0.00        0.01        2.26        0.43        0.00       19.15      -13.76     -443.10        7.64        6.94
 21.87        0.00        0.01        2.26        0.43        0.00       19.17      -13.76     -443.20        7.64        6.94
 21.88        0.00        0.01        2.26        0.43        0.00       19.18      -13.77     -443.31        7.64        6.94
 21.89        0.00        0.01        2.26        0.43        0.00       19.20      -13.77     -443.41        7.64        6.94
 21.90        0.00        0.01        2.26        0.43        0.00       19.21      -13.77     -443.52        7.64        6.94
 21.91        0.00        0.01        2.26        0.43        0.00       19.23      -13.77     -443.63        7.64        6.94
 21.92        0.00        0.01        2.26        0.43        0.00       19.24      -13.78     -443.73        7.64        6.94
 21.93        0.00        0.01        2.26        0.43        0.00       19.26      -13.78     -443.84        7.64        6.94
 21.94        0.00        0.01        2.26        0.43        0.00       19.27      -13.78     -443.94        7.64        6.94
 21.95        0.00        0.01        2.25        0.43        0.00       19.29      -13.79     -444.05        7.65        6.94
 21.96        0.00        0.01        2.25        0.43        0.00       19.30      -13.79     -444.15        7.65        6.94
 21.97        0.00        0.01        2.25        0.43        0.00       19.32      -13.79     -444.26        7.65        6.94
 21.98        0.00        0.01        2.25        0.43        0.00       19.33      -13.80     -444.37        7.65        6.94
 21.99        0.00        0.01        2.25        0.43        0.00       19.35      -13.80     -444.47        7.65        6.94
 22.00        0.00        0.01        2.25        0.43        0.00       19.36      -13.80     -444.58        7.65        6.94
 22.01        0.00        0.01        2.25        0.43        0.00       19.38      -13.81     -444.68        7.65        6.94
 22.02        0.00        0.01        2.25        0.43        0.00       19.39      -13.81     -444.79        7.65        6.94
 22.03        0.00        0.01        2.25        0.43        0.00       19.41      -13.81     -444.89        7.65        6.94
 22.04        0.00        0.01        2.25        0.43        0.00       19.42      -13.81     -445.00        7.65        6.94
 22.05        0.00        0.01        2.24        0.43        0.00       19.43      -13.82     -445.10        7.65        6.94
 22.06        0.00        0.01        2.24        0.43        0.00       19.45      -13.82     -445.21        7.65        6.94
 22.07        0.00        0.01        2.24        0.43        0.00       19.46      -13.82     -445.32        7.65        6.94
 22.08        0.00        0.01        2.24        0.43        0.00       19.48      -13.83     -445.42        7.65        6.94
 22.09        0.00        0.01        2.24        0.43        0.00       19.49      -13.83     -445.53        7.65        6.94
 22.10        0.00        0.01        2.24        0.43        0.00       19.51      -13.83     -445.63        7.66        6.94
 22.11        0.00        0.01        2.24        0.43        0.00       19.52      -13.84     -445.74        7.66        6.94
 22.12        0.00        0.01        2.24        0.43        0.00       19.54      -13.84     -445.84        7.66        6.94
 22.13        0.00        0.01        2.24        0.43        0.00       19.55      -13.84     -445.95        7.66        6.94
 22.14        0.00        0.01        2.24        0.43        0.00       19.57      -13.85     -446.05        7.66        6.94
 22.15        0.00        0.01        2.23        0.43        0.00       19.58      -13.85     -446.16        7.66        6.94
 22.16        0.00        0.01        2.23        0.43        0.00       19.60      -13.85     -446.27        7.66        6.94
 22.17        0.00        0.01        2.23        0.43        0.00       19.61      -13.85     -446.37        7.66        6.94
 22.18        0.00        0.01        2.23        0.43        0.00       19.63      -13.86     -446.48        7.66        6.94
 22.19        0.00        0.01        2.23        0.43        0.00       19.64      -13.86     -446.58        7.66        6.94
 22.20        0.00        0.01        2.23        0.43        0.00       19.66      -13.86     -446.69        7.66        6.94
 22.21        0.00        0.01        2.23        0.43        0.00       19.67      -13.87     -446.79        7.66        6.94
 22.22        0.00        0.01        2.23        0.43        0.00       19.69      -13.87     -446.90        7.66        6.94
 22.23        0.00        0.01        2.23        0.43        0.00       19.70      -13.87     -447.00        7.66        6.94
 22.24        0.00        0.01        2.23        0.43        0.00       19.72      -13.88     -447.11        7.67        6.94
 22.25        0.00        0.01        2.23        0.43        0.00       19.73      -13.88     -447.21        7.67        6.94
 22.26        0.00        0.01        2.22        0.43        0.00       19.74      -13.88     -447.32        7.67        6.94
 22.27        0.00        0.01        2.22        0.43        0.00       19.76      -13.89     -447.42        7.67        6.94
 22.28        0.00        0.01        2.22        0.43        0.00       19.77      -13.89     -447.53        7.67        6.94
 22.29        0.00        0.01        2.22        0.43        0.00       19.79      -13.89     -447.63        7.67        6.94
 22.30        0.00        0.01        2.22        0.43        0.00       19.80      -13.89     -447.74        7.67        6.94
 22.31        0.00        0.01        2.22        0.43        0.00       19.82      -13.90     -447.84        7.67        6.94
 22.32        0.00        0.01        2.22        0.43        0.00       19.83      -13.90     -447.95        7.67        6.94
 22.33        0.00        0.01        2.22        0.43        0.00       19.85      -13.90     -448.05        7.67        6.94
 22.34        0.00        0.01        2.22        0.43        0.00       19.86      -13.91     -448.16        7.67        6.94
 22.35        0.00        0.01        2.22        0.43        0.00       19.88      -13.91     -448.26        7.67        6.94
 22.36        0.00        0.01        2.21        0.43        0.00       19.89      -13.91     -448.37        7.67        6.94
 22.37        0.00        0.01        2.21        0.43        0.00       19.91      -13.92     -448.47        7.67        6.94
 22.38        0.00        0.01        2.21        0.43        0.00       19.92      -13.92     -448.58        7.67        6.94
 22.39        0.00        0.01        2.21        0.43        0.00       19.94      -13.92     -448.68        7.68        6.94
 22.40        0.00        0.01        2.21        0.43        0.00       19.95      -13.92     -448.79        7.68        6.94
 22.41        0.00        0.01        2.21        0.43        0.00       19.97      -13.93     -448.89        7.68        6.94
 22.42        0.00        0.01        2.21        0.43        0.00       19.98      -13.93     -449.00        7.68        6.94
 22.43        0.00        0.01        2.21        0.44        0.00       19.99      -13.93     -449.10        7.68        6.94
 22.44        0.00        0.01        2.21        0.44        0.00       20.01      -13.94     -449.21        7.68        6.94
 22.45        0.00        0.01        2.21        0.44        0.00       20.02      -13.94     -449.31        7.68        6.94
 22.46        0.00        0.01        2.21        0.44        0.00       20.04      -13.94     -449.42        7.68        6.94
 22.47        0.00        0.01        2.20        0.44        0.00       20.05      -13.95     -449.52        7.68        6.94
 22.48        0.00        0.01        2.20        0.44        0.00       20.07      -13.95     -449.63        7.68        6.94
 22.49        0.00        0.01        2.20        0.44        0.00       20.08      -13.95     -449.73        7.68        6.94
 22.50        0.00        0.01        2.20        0.44        0.00       20.10      -13.96     -449.84        7.68        6.94
 22.51        0.00        0.01        2.20        0.44        0.00       20.11      -13.96     -449.94        7.68        6.94
 22.52        0.00        0.01        2.20        0.44        0.00       20.13      -13.96     -450.05        7.68        6.94
 22.53        0.00        0.01        2.20        0.44        0.00       20.14      -13.96     -450.15        7.69        6.94
 22.54        0.00        0.01        2.20        0.44        0.00       20.16      -13.97     -450.26        7.69        6.94
 22.55        0.00        0.01        2.20        0.44        0.00       20.17      -13.97     -450.36        7.69        6.94
 22.56        0.00        0.01        2.20        0.44        0.00       20.19      -13.97     -450.47        7.69        6.94
 22.57        0.00        0.01        2.19        0.44        0.00       20.20      -13.98     -450.57        7.69        6.94
 22.58        0.00        0.01        2.19        0.44        0.00       20.21      -13.98     -450.68        7.69        6.94
 22.59        0.00        0.01        2.19        0.44        0.00       20.23      -13.98     -450.78        7.69        6.94
 22.60        0.00        0.01        2.19        0.44        0.00       20.24      -13.99     -450.89        7.69        6.94
 22.61        0.00        0.01        2.19        0.44        0.00       20.26      -13.99     -450.99        7.69        6.94
 22.62        0.00        0.01        2.19        0.44        0.00       20.27      -13.99     -451.10        7.69        6.94
 22.63        0.00        0.01        2.19        0.44        0.00       20.29      -13.99     -451.20        7.69        6.94
 22.64        0.00        0.01        2.19        0.44        0.00       20.30      -14.00     -451.31        7.69        6.94
 22.65        0.00        0.01        2.19        0.44        0.00       20.32      -14.00     -451.41        7.69        6.94
 22.66        0.00        0.01        2.19        0.44        0.00       20.33      -14.00     -451.51        7.69        6.94
 22.67        0.00        0.01        2.19        0.44        0.00       20.35      -14.01     -451.62        7.69        6.94
 22.68        0.00        0.01        2.18        0.44        0.00       20.36      -14.01     -451.72        7.70        6.94
 22.69        0.00        0.01        2.18        0.44        0.00       20.38      -14.01     -451.83        7.70        6.94
 22.70        0.00        0.01        2.18        0.44        0.00       20.39      -14.02     -451.93        7.70        6.94
 22.71        0.00        0.01        2.18        0.44        0.00       20.41      -14.02     -452.04        7.70        6.94
 22.72        0.00        0.01        2.18        0.44        0.00       20.42      -14.02     -452.14        7.70        6.94
 22.73        0.00        0.01        2.18        0.44        0.00       20.43      -14.03     -452.25        7.70        6.94
 22.74        0.00        0.01        2.18        0.44        0.00       20.45      -14.03     -452.35        7.70        6.94
 22.75        0.00        0.01        2.18        0.44        0.00       20.46      -14.03     -452.46        7.70        6.94
 22.76        0.00        0.01        2.18        0.44        0.00       20.48      -14.03     -452.56        7.70        6.94
 22.77        0.00        0.01        2.18        0.44        0.00       20.49      -14.04     -452.66        7.70        6.94
 22.78        0.00        0.01        2.17        0.44        0.00       20.51      -14.04     -452.77        7.70        6.94
 22.79        0.00        0.01        2.17        0.44        0.00       20.52      -14.04     -452.87        7.70        6.94
 22.80        0.00        0.01        2.17        0.44        0.00       20.54      -14.05     -452.98        7.70        6.94
 22.81        0.00        0.01        2.17        0.44        0.00       20.55      -14.05     -453.08        7.70        6.94
 22.82        0.00        0.01        2.17        0.44        0.00       20.57      -14.05     -453.19        7.70        6.94
 22.83        0.00        0.01        2.17        0.44        0.00       20.58      -14.06     -453.29        7.71        6.94
 22.84        0.00        0.01        2.17        0.44        0.00       20.60      -14.06     -453.40        7.71        6.94
 22.85        0.00        0.01        2.17        0.44        0.00       20.61      -14.06     -453.50        7.71        6.94
 22.86        0.00        0.01        2.17        0.44        0.00       20.62      -14.06     -453.60        7.71        6.94
 22.87        0.00        0.01        2.17        0.44        0.00       20.64      -14.07     -453.71        7.71        6.94
 22.88        0.00        0.01        2.17        0.44        0.00       20.65      -14.07     -453.81        7.71        6.94
 22.89        0.00        0.01        2.16        0.44        0.00       20.67      -14.07     -453.92        7.71        6.94
 22.90        0.00        0.01        2.16        0.44        0.00       20.68      -14.08     -454.02        7.71        6.94
 22.91        0.00        0.01        2.16        0.44        0.00       20.70      -14.08     -454.13        7.71        6.94
 22.92        0.00        0.01        2.16        0.44        0.00       20.71      -14.08     -454.23        7.71        6.94
 22.93        0.00        0.01        2.16        0.44        0.00       20.73      -14.09     -454.33        7.71        6.94
 22.94        0.00        0.01        2.16        0.44        0.00       20.74      -14.09     -454.44        7.71        6.94
 22.95        0.00        0.01        2.16        0.44        0.00       20.76      -14.09     -454.54        7.71        6.94
 22.96        0.00        0.01        2.16        0.44        0.00       20.77      -14.10     -454.65        7.71        6.94
 22.97        0.00        0.01        2.16        0.44        0.00       20.79      -14.10     -454.75        7.72        6.94
 22.98        0.00        0.01        2.16        0.44        0.00       20.80      -14.10     -454.85        7.72        6.94
 22.99        0.00        0.01        2.15        0.44        0.00       20.81      -14.10     -454.96        7.72        6.94
 23.00        0.00        0.01        2.15        0.44        0.00       20.83      -14.11     -455.06        7.72        6.94
 23.01        0.00        0.01        2.15        0.44        0.00       20.84      -14.11     -455.17        7.72        6.94
 23.02        0.00        0.01        2.15        0.44        0.00       20.86      -14.11     -455.27        7.72        6.94
 23.03        0.00        0.01        2.15        0.44        0.00       20.87      -14.12     -455.37        7.72        6.94
 23.04        0.00        0.01        2.15        0.44        0.00       20.89      -14.12     -455.48        7.72        6.94
 23.05        0.00        0.01        2.15        0.44        0.00       20.90      -14.12     -455.58        7.72        6.94
 23.06        0.00        0.01        2.15        0.44        0.00       20.92      -14.13     -455.69        7.72        6.94
 23.07        0.00        0.01        2.15        0.44        0.00       20.93      -14.13     -455.79        7.72        6.94
 23.08        0.00        0.01        2.15        0.44        0.00       20.95      -14.13     -455.89        7.72        6.94
 23.09        0.00        0.01        2.15        0.44        0.00       20.96      -14.13     -456.00        7.72        6.94
 23.10        0.00        0.01        2.14        0.44        0.00       20.97      -14.14     -456.10        7.72        6.94
 23.11        0.00        0.01        2.14        0.44        0.00       20.99      -14.14     -456.21        7.72        6.94
 23.12        0.00        0.01        2.14        0.44        0.00       21.00      -14.14     -456.31        7.73        6.94
 23.13        0.00        0.01        2.14        0.44        0.00       21.02      -14.15     -456.41        7.73        6.94
 23.14        0.00        0.01        2.14        0.44        0.00       21.03      -14.15     -456.52        7.73        6.94
 23.15        0.00        0.01        2.14        0.44        0.00       21.05      -14.15     -456.62        7.73        6.94
 23.16        0.00        0.01        2.14        0.44        0.00       21.06      -14.16     -456.73        7.73        6.94
 23.17        0.00        0.01        2.14        0.44        0.00       21.08      -14.16     -456.83        7.73        6.94
 23.18        0.00        0.01        2.14        0.44        0.00       21.09      -14.16     -456.93        7.73        6.94
 23.19        0.00        0.01        2.14        0.44        0.00       21.11      -14.16     -457.04        7.73        6.94
 23.20        0.00        0.01        2.14        0.44        0.00       21.12      -14.17     -457.14        7.73        6.94
 23.21        0.00        0.01        2.13        0.44        0.00       21.13      -14.17     -457.24        7.73        6.94
 23.22        0.00        0.01        2.13        0.44        0.00       21.15      -14.17     -457.35        7.73        6.94
 23.23        0.00        0.01        2.13        0.44        0.00       21.16      -14.18     -457.45        7.73        6.94
 23.24        0.00        0.01        2.13        0.44        0.00       21.18      -14.18     -457.56        7.73        6.94
 23.25        0.00        0.01        2.13        0.44        0.00       21.19      -14.18     -457.66        7.73        6.94
 23.26        0.00        0.01        2.13        0.44        0.00       21.21      -14.19     -457.76        7.73        6.94
 23.27        0.00        0.01        2.13        0.44        0.00       21.22      -14.19     -457.87        7.74        6.94
 23.28        0.00        0.01        2.13        0.44        0.00       21.24      -14.19     -457.97        7.74        6.94
 23.29        0.00        0.01        2.13        0.44        0.00       21.25      -14.19     -458.07        7.74        6.94
 23.30        0.00        0.01        2.13        0.44        0.00       21.26      -14.20     -458.18        7.74        6.94
 23.31        0.00        0.01        2.12        0.45        0.00       21.28      -14.20     -458.28        7.74        6.94
 23.32        0.00        0.01        2.12        0.45        0.00       21.29      -14.20     -458.38        7.74        6.94
 23.33        0.00        0.01        2.12        0.45        0.00       21.31      -14.21     -458.49        7.74        6.94
 23.34        0.00        0.01        2.12        0.45        0.00       21.32      -14.21     -458.59        7.74        6.94
 23.35        0.00        0.01        2.12        0.45        0.00       21.34      -14.21     -458.69        7.74        6.94
 23.36        0.00        0.01        2.12        0.45        0.00       21.35      -14.22     -458.79        7.74        6.94
 23.37        0.00        0.01        2.12        0.45        0.00       21.37      -14.22     -458.90        7.74        6.94
 23.38        0.00        0.01        2.12        0.45        0.00       21.38      -14.22     -459.00        7.74        6.94
 23.39        0.00        0.01        2.12        0.45        0.00       21.39      -14.22     -459.10        7.74        6.94
 23.40        0.00        0.01        2.12        0.45        0.00       21.41      -14.23     -459.20        7.74        6.94
 23.41        0.00        0.01        2.12        0.45        0.00       21.42      -14.23     -459.31        7.74        6.94
 23.42        0.00        0.01        2.11        0.45        0.00       21.44      -14.23     -459.41        7.75        6.94
 23.43        0.00        0.01        2.11        0.45        0.00       21.45      -14.24     -459.51        7.75        6.94
 23.44        0.00        0.01        2.11        0.45        0.00       21.47      -14.24     -459.61        7.75        6.94
 23.45        0.00        0.01        2.11        0.45        0.00       21.48      -14.24     -459.72        7.75        6.94
 23.46        0.00        0.01        2.11        0.45        0.00       21.49      -14.25     -459.82        7.75        6.94
 23.47        0.00        0.01        2.11        0.45        0.00       21.51      -14.25     -459.92        7.75        6.94
 23.48        0.00        0.01        2.11        0.45        0.00       21.52      -14.25     -460.02        7.75        6.94
 23.49        0.00        0.01        2.11        0.45        0.00       21.54      -14.25     -460.12        7.75        6.94
 23.50        0.00        0.01        2.11        0.45        0.00       21.55      -14.26     -460.23        7.75        6.94
